Age,Gender,Education Level,Occupation,Political Affiliation,Geographic Location,Social Media Usage Frequency,Preferred Social Media,Political Content Exposure,Types of Political Content,Sources of Political Content,Recency of Exposure,Interactions Frequency,Political Content Topics,Perception of Accuracy,Awareness of Algorithms,Perception of Relevance,Personal Impact,Trust in Social Media,Concerns about Algorithms,Overall Quality of Discourse,Views on Influence,Suggestions for Improvement
36,Male,PhD,Unemployed,Independent,Australia,0-1 hour,Twitter,Few times a week,Opinion pieces,Political parties,Within the last hour,Several times a day,Environment,Somewhat accurate,No,Very relevant,Moderate impact,Do not trust,Very concerned,Moderate quality,Not influential,Provide more diverse sources
26,Female,Master's,Employed,Conservative,Australia,1-2 hours,Instagram,Rarely,Opinion pieces,Mainstream media,Within the last week,Few times a week,Environment,Somewhat accurate,No,Not relevant,Moderate impact,Do not trust,Very concerned,High quality,Very influential,Improve fact-checking
78,Female,Bachelor's,Unemployed,Conservative,Canada,4+ hours,Twitter,Several times a day,News articles,Mainstream media,Within the last 24 hours,Once a day,Environment,Somewhat accurate,Yes,Very relevant,Strong impact,Trust a lot,Somewhat concerned,High quality,Very influential,Provide more diverse sources
72,Non-binary,Bachelor's,Student,Independent,USA,0-1 hour,Instagram,Rarely,News articles,Independent bloggers,Within the last hour,Few times a week,Environment,Very accurate,Yes,Very relevant,Moderate impact,Trust a lot,Not concerned,Low quality,Somewhat influential,Provide more diverse sources
38,Non-binary,PhD,Unemployed,Conservative,USA,4+ hours,Instagram,Rarely,Opinion pieces,Independent bloggers,Within the last week,Once a day,Environment,Not accurate,Yes,Somewhat relevant,No impact,Trust a lot,Not concerned,Moderate quality,Somewhat influential,Improve fact-checking
18,Female,Master's,Student,Liberal,Canada,1-2 hours,Twitter,Several times a day,News articles,Independent bloggers,Within the last 24 hours,Once a day,Immigration,Somewhat accurate,No,Very relevant,Moderate impact,Trust somewhat,Somewhat concerned,Moderate quality,Very influential,Provide more diverse sources
42,Female,High School,Student,Independent,Canada,4+ hours,Twitter,Few times a week,News articles,Political parties,Within the last week,Once a day,Healthcare,Very accurate,No,Somewhat relevant,Strong impact,Trust a lot,Not concerned,Moderate quality,Somewhat influential,Improve fact-checking
67,Male,Bachelor's,Employed,Independent,USA,1-2 hours,Instagram,Few times a week,News articles,Political parties,Within the last week,Few times a week,Economy,Very accurate,No,Somewhat relevant,Strong impact,Trust a lot,Not concerned,Low quality,Very influential,Improve fact-checking
38,Female,Bachelor's,Employed,Liberal,Canada,1-2 hours,Instagram,Once a day,News articles,Mainstream media,Within the last week,Several times a day,Economy,Somewhat accurate,No,Somewhat relevant,No impact,Trust somewhat,Very concerned,Low quality,Very influential,Improve fact-checking
30,Female,Bachelor's,Employed,Conservative,Canada,0-1 hour,Facebook,Few times a week,Memes,Political parties,Within the last week,Few times a week,Economy,Not accurate,Yes,Very relevant,No impact,Trust somewhat,Not concerned,High quality,Somewhat influential,Enhance user controls
52,Female,PhD,Student,Independent,UK,0-1 hour,Twitter,Several times a day,Memes,Independent bloggers,Within the last hour,Once a day,Healthcare,Somewhat accurate,Yes,Very relevant,Strong impact,Do not trust,Not concerned,Low quality,Somewhat influential,Increase transparency
24,Female,PhD,Student,Independent,USA,1-2 hours,Twitter,Several times a day,Memes,Political parties,Within the last hour,Few times a week,Healthcare,Very accurate,No,Not relevant,Strong impact,Trust somewhat,Somewhat concerned,Moderate quality,Somewhat influential,Improve fact-checking
59,Non-binary,Bachelor's,Employed,Liberal,USA,0-1 hour,Twitter,Once a day,News articles,Mainstream media,Within the last hour,Several times a day,Environment,Somewhat accurate,Yes,Not relevant,Moderate impact,Trust a lot,Very concerned,High quality,Not influential,Improve fact-checking
59,Male,Master's,Unemployed,Independent,Australia,4+ hours,Instagram,Few times a week,Memes,Mainstream media,Within the last week,Once a day,Economy,Very accurate,Yes,Somewhat relevant,No impact,Trust somewhat,Somewhat concerned,High quality,Very influential,Increase transparency
79,Female,High School,Unemployed,Liberal,Canada,4+ hours,Twitter,Rarely,News articles,Independent bloggers,Longer than a week ago,Several times a day,Environment,Not accurate,No,Not relevant,No impact,Trust a lot,Very concerned,High quality,Somewhat influential,Increase transparency
42,Female,Bachelor's,Student,Independent,Australia,0-1 hour,Instagram,Several times a day,Opinion pieces,Mainstream media,Within the last 24 hours,Several times a day,Healthcare,Very accurate,Yes,Not relevant,Moderate impact,Trust a lot,Somewhat concerned,Low quality,Not influential,Provide more diverse sources
74,Non-binary,High School,Employed,Conservative,USA,1-2 hours,Twitter,Rarely,News articles,Political parties,Within the last 24 hours,Rarely,Environment,Not accurate,No,Somewhat relevant,Strong impact,Trust somewhat,Very concerned,High quality,Very influential,Provide more diverse sources
31,Male,Bachelor's,Student,Liberal,Australia,2-4 hours,Facebook,Few times a week,Opinion pieces,Political parties,Within the last 24 hours,Once a day,Immigration,Very accurate,Yes,Very relevant,No impact,Trust a lot,Not concerned,Low quality,Not influential,Increase transparency
31,Male,High School,Student,Independent,UK,4+ hours,Twitter,Several times a day,News articles,Mainstream media,Within the last 24 hours,Few times a week,Environment,Somewhat accurate,Yes,Very relevant,No impact,Trust a lot,Not concerned,Low quality,Somewhat influential,Provide more diverse sources
43,Non-binary,PhD,Employed,Conservative,UK,4+ hours,Facebook,Few times a week,Opinion pieces,Independent bloggers,Within the last hour,Rarely,Immigration,Somewhat accurate,Yes,Not relevant,Strong impact,Trust somewhat,Somewhat concerned,High quality,Somewhat influential,Enhance user controls
50,Male,Master's,Unemployed,Independent,UK,1-2 hours,Instagram,Few times a week,Memes,Mainstream media,Longer than a week ago,Rarely,Healthcare,Somewhat accurate,Yes,Very relevant,Moderate impact,Do not trust,Not concerned,High quality,Somewhat influential,Improve fact-checking
28,Male,Master's,Unemployed,Liberal,Australia,1-2 hours,Twitter,Few times a week,Memes,Independent bloggers,Within the last 24 hours,Rarely,Healthcare,Not accurate,Yes,Very relevant,Strong impact,Do not trust,Very concerned,Moderate quality,Very influential,Increase transparency
75,Female,High School,Unemployed,Liberal,Canada,0-1 hour,Facebook,Rarely,Memes,Mainstream media,Within the last hour,Several times a day,Immigration,Not accurate,No,Somewhat relevant,No impact,Trust a lot,Somewhat concerned,Low quality,Somewhat influential,Enhance user controls
74,Male,Bachelor's,Unemployed,Conservative,Canada,1-2 hours,Twitter,Few times a week,Opinion pieces,Mainstream media,Within the last 24 hours,Several times a day,Economy,Very accurate,Yes,Not relevant,Moderate impact,Trust a lot,Somewhat concerned,High quality,Not influential,Increase transparency
40,Male,Bachelor's,Unemployed,Conservative,USA,1-2 hours,Facebook,Few times a week,News articles,Political parties,Within the last week,Once a day,Healthcare,Somewhat accurate,Yes,Not relevant,Strong impact,Trust somewhat,Very concerned,High quality,Very influential,Enhance user controls
36,Male,Master's,Unemployed,Liberal,USA,1-2 hours,Twitter,Few times a week,News articles,Independent bloggers,Within the last hour,Once a day,Environment,Very accurate,No,Very relevant,No impact,Trust a lot,Not concerned,Low quality,Very influential,Increase transparency
78,Male,PhD,Employed,Independent,Australia,4+ hours,Twitter,Several times a day,Opinion pieces,Political parties,Within the last week,Few times a week,Environment,Very accurate,No,Not relevant,Strong impact,Do not trust,Not concerned,Moderate quality,Somewhat influential,Improve fact-checking
52,Male,Bachelor's,Student,Independent,UK,4+ hours,Facebook,Rarely,Opinion pieces,Mainstream media,Longer than a week ago,Few times a week,Economy,Somewhat accurate,Yes,Very relevant,No impact,Trust somewhat,Somewhat concerned,Low quality,Very influential,Improve fact-checking
39,Male,Bachelor's,Unemployed,Independent,USA,1-2 hours,Instagram,Few times a week,News articles,Independent bloggers,Within the last hour,Rarely,Immigration,Somewhat accurate,No,Very relevant,Strong impact,Trust a lot,Not concerned,Low quality,Very influential,Improve fact-checking
63,Male,Master's,Employed,Conservative,UK,4+ hours,Facebook,Several times a day,Opinion pieces,Independent bloggers,Within the last week,Once a day,Economy,Very accurate,Yes,Not relevant,Moderate impact,Do not trust,Somewhat concerned,High quality,Very influential,Enhance user controls
69,Non-binary,Master's,Unemployed,Conservative,UK,1-2 hours,Twitter,Several times a day,Opinion pieces,Independent bloggers,Within the last hour,Rarely,Immigration,Not accurate,No,Not relevant,Moderate impact,Trust a lot,Very concerned,High quality,Somewhat influential,Enhance user controls
39,Male,High School,Employed,Independent,UK,2-4 hours,Facebook,Once a day,News articles,Independent bloggers,Within the last 24 hours,Several times a day,Environment,Very accurate,No,Somewhat relevant,Moderate impact,Do not trust,Very concerned,Low quality,Very influential,Increase transparency
78,Non-binary,Bachelor's,Unemployed,Independent,Canada,2-4 hours,Facebook,Several times a day,News articles,Political parties,Longer than a week ago,Once a day,Healthcare,Not accurate,No,Not relevant,No impact,Do not trust,Not concerned,High quality,Somewhat influential,Improve fact-checking
35,Male,PhD,Employed,Liberal,UK,1-2 hours,Instagram,Rarely,News articles,Mainstream media,Within the last 24 hours,Rarely,Economy,Very accurate,Yes,Somewhat relevant,Moderate impact,Trust somewhat,Not concerned,High quality,Very influential,Provide more diverse sources
43,Male,Bachelor's,Employed,Liberal,USA,4+ hours,Instagram,Several times a day,Opinion pieces,Political parties,Within the last week,Rarely,Environment,Very accurate,Yes,Somewhat relevant,Moderate impact,Do not trust,Very concerned,Low quality,Somewhat influential,Enhance user controls
38,Male,Master's,Employed,Liberal,Australia,4+ hours,Instagram,Once a day,News articles,Mainstream media,Within the last 24 hours,Few times a week,Healthcare,Not accurate,Yes,Very relevant,Strong impact,Trust a lot,Somewhat concerned,High quality,Very influential,Increase transparency
36,Non-binary,Bachelor's,Employed,Liberal,Canada,0-1 hour,Facebook,Several times a day,News articles,Political parties,Within the last week,Rarely,Healthcare,Not accurate,Yes,Not relevant,Strong impact,Trust a lot,Not concerned,High quality,Somewhat influential,Enhance user controls
63,Female,PhD,Student,Conservative,Canada,2-4 hours,Instagram,Several times a day,News articles,Mainstream media,Within the last 24 hours,Once a day,Environment,Somewhat accurate,No,Somewhat relevant,Moderate impact,Trust a lot,Not concerned,Moderate quality,Very influential,Provide more diverse sources
68,Male,Bachelor's,Employed,Independent,UK,0-1 hour,Facebook,Rarely,News articles,Mainstream media,Within the last hour,Once a day,Healthcare,Somewhat accurate,Yes,Somewhat relevant,Moderate impact,Do not trust,Somewhat concerned,High quality,Not influential,Increase transparency
44,Male,Master's,Employed,Independent,Australia,0-1 hour,Twitter,Few times a week,News articles,Independent bloggers,Within the last 24 hours,Once a day,Environment,Not accurate,No,Somewhat relevant,No impact,Do not trust,Somewhat concerned,Moderate quality,Very influential,Increase transparency
63,Non-binary,High School,Unemployed,Liberal,UK,1-2 hours,Twitter,Several times a day,Opinion pieces,Mainstream media,Within the last hour,Once a day,Economy,Not accurate,No,Not relevant,Strong impact,Trust a lot,Somewhat concerned,Moderate quality,Somewhat influential,Increase transparency
47,Male,Bachelor's,Unemployed,Conservative,USA,0-1 hour,Twitter,Few times a week,Opinion pieces,Political parties,Longer than a week ago,Several times a day,Environment,Not accurate,No,Not relevant,Moderate impact,Trust somewhat,Very concerned,High quality,Not influential,Provide more diverse sources
50,Male,Bachelor's,Employed,Liberal,Australia,1-2 hours,Facebook,Rarely,Opinion pieces,Mainstream media,Longer than a week ago,Few times a week,Environment,Somewhat accurate,No,Not relevant,Moderate impact,Trust somewhat,Not concerned,Moderate quality,Somewhat influential,Improve fact-checking
43,Non-binary,PhD,Employed,Liberal,Australia,1-2 hours,Instagram,Several times a day,Opinion pieces,Political parties,Longer than a week ago,Several times a day,Environment,Not accurate,Yes,Not relevant,No impact,Trust a lot,Somewhat concerned,Low quality,Not influential,Increase transparency
33,Female,PhD,Unemployed,Liberal,Australia,1-2 hours,Facebook,Several times a day,Opinion pieces,Independent bloggers,Within the last 24 hours,Rarely,Environment,Not accurate,Yes,Not relevant,Moderate impact,Trust a lot,Very concerned,High quality,Somewhat influential,Increase transparency
63,Non-binary,PhD,Student,Conservative,Australia,0-1 hour,Instagram,Once a day,Opinion pieces,Political parties,Within the last week,Several times a day,Immigration,Somewhat accurate,Yes,Very relevant,Strong impact,Do not trust,Not concerned,High quality,Somewhat influential,Increase transparency
46,Male,Master's,Employed,Conservative,USA,4+ hours,Twitter,Several times a day,Opinion pieces,Mainstream media,Within the last week,Once a day,Economy,Very accurate,No,Very relevant,Moderate impact,Trust somewhat,Not concerned,Moderate quality,Very influential,Provide more diverse sources
46,Non-binary,Master's,Unemployed,Liberal,USA,1-2 hours,Facebook,Several times a day,News articles,Independent bloggers,Within the last hour,Rarely,Environment,Somewhat accurate,No,Very relevant,Moderate impact,Do not trust,Very concerned,Moderate quality,Very influential,Increase transparency
54,Male,Bachelor's,Employed,Independent,UK,1-2 hours,Twitter,Several times a day,Opinion pieces,Political parties,Within the last hour,Rarely,Economy,Very accurate,No,Not relevant,Moderate impact,Trust a lot,Not concerned,Moderate quality,Very influential,Provide more diverse sources
66,Non-binary,High School,Employed,Conservative,Australia,0-1 hour,Facebook,Several times a day,Memes,Political parties,Within the last week,Rarely,Environment,Not accurate,Yes,Somewhat relevant,Moderate impact,Trust a lot,Not concerned,High quality,Very influential,Increase transparency
71,Non-binary,PhD,Unemployed,Independent,UK,4+ hours,Facebook,Rarely,Memes,Mainstream media,Longer than a week ago,Several times a day,Economy,Somewhat accurate,Yes,Somewhat relevant,Moderate impact,Trust a lot,Not concerned,High quality,Somewhat influential,Provide more diverse sources
25,Female,High School,Student,Conservative,Canada,2-4 hours,Twitter,Few times a week,Opinion pieces,Independent bloggers,Within the last 24 hours,Rarely,Environment,Not accurate,No,Very relevant,Strong impact,Trust somewhat,Very concerned,Moderate quality,Not influential,Increase transparency
53,Non-binary,High School,Employed,Liberal,Canada,4+ hours,Instagram,Once a day,News articles,Mainstream media,Longer than a week ago,Several times a day,Immigration,Somewhat accurate,Yes,Very relevant,No impact,Trust a lot,Somewhat concerned,Low quality,Not influential,Improve fact-checking
62,Female,PhD,Student,Conservative,UK,4+ hours,Twitter,Once a day,Memes,Mainstream media,Within the last hour,Several times a day,Healthcare,Somewhat accurate,Yes,Not relevant,No impact,Do not trust,Very concerned,High quality,Not influential,Provide more diverse sources
29,Female,PhD,Employed,Liberal,UK,4+ hours,Instagram,Several times a day,News articles,Mainstream media,Longer than a week ago,Once a day,Economy,Not accurate,No,Somewhat relevant,Moderate impact,Trust a lot,Not concerned,Low quality,Not influential,Increase transparency
57,Male,Bachelor's,Employed,Independent,Canada,2-4 hours,Instagram,Several times a day,Memes,Mainstream media,Within the last week,Several times a day,Economy,Not accurate,No,Somewhat relevant,Moderate impact,Trust somewhat,Not concerned,Low quality,Very influential,Enhance user controls
34,Non-binary,High School,Student,Conservative,Canada,0-1 hour,Facebook,Several times a day,News articles,Political parties,Within the last hour,Once a day,Immigration,Not accurate,No,Very relevant,Moderate impact,Do not trust,Somewhat concerned,High quality,Not influential,Improve fact-checking
46,Female,High School,Student,Conservative,Canada,4+ hours,Instagram,Once a day,News articles,Mainstream media,Within the last hour,Rarely,Immigration,Not accurate,No,Very relevant,Strong impact,Do not trust,Not concerned,Moderate quality,Somewhat influential,Provide more diverse sources
23,Non-binary,PhD,Student,Liberal,Canada,2-4 hours,Facebook,Several times a day,Opinion pieces,Political parties,Within the last hour,Once a day,Healthcare,Somewhat accurate,Yes,Very relevant,Moderate impact,Do not trust,Not concerned,Low quality,Very influential,Increase transparency
74,Female,PhD,Student,Liberal,Canada,4+ hours,Facebook,Several times a day,News articles,Mainstream media,Within the last 24 hours,Rarely,Economy,Not accurate,Yes,Somewhat relevant,Moderate impact,Do not trust,Not concerned,Low quality,Somewhat influential,Increase transparency
36,Male,PhD,Employed,Liberal,USA,0-1 hour,Twitter,Several times a day,Memes,Mainstream media,Within the last hour,Several times a day,Economy,Somewhat accurate,No,Somewhat relevant,Moderate impact,Do not trust,Somewhat concerned,Moderate quality,Very influential,Provide more diverse sources
65,Female,High School,Unemployed,Independent,Australia,0-1 hour,Facebook,Rarely,Opinion pieces,Political parties,Longer than a week ago,Once a day,Healthcare,Not accurate,Yes,Not relevant,Strong impact,Trust a lot,Very concerned,Low quality,Very influential,Increase transparency
44,Female,Bachelor's,Student,Conservative,Canada,4+ hours,Twitter,Once a day,News articles,Mainstream media,Within the last week,Once a day,Healthcare,Very accurate,Yes,Not relevant,No impact,Trust somewhat,Not concerned,Moderate quality,Not influential,Enhance user controls
23,Male,Master's,Student,Independent,Canada,4+ hours,Instagram,Rarely,News articles,Political parties,Within the last hour,Several times a day,Economy,Very accurate,Yes,Very relevant,Strong impact,Trust a lot,Somewhat concerned,High quality,Not influential,Improve fact-checking
57,Non-binary,Master's,Student,Independent,UK,1-2 hours,Instagram,Several times a day,News articles,Mainstream media,Within the last week,Rarely,Environment,Not accurate,Yes,Not relevant,Moderate impact,Trust a lot,Not concerned,Moderate quality,Not influential,Provide more diverse sources
30,Non-binary,High School,Unemployed,Liberal,UK,4+ hours,Facebook,Few times a week,Opinion pieces,Mainstream media,Longer than a week ago,Several times a day,Economy,Not accurate,Yes,Somewhat relevant,No impact,Trust a lot,Very concerned,High quality,Somewhat influential,Improve fact-checking
30,Non-binary,High School,Unemployed,Liberal,Canada,0-1 hour,Instagram,Few times a week,Opinion pieces,Political parties,Within the last week,Once a day,Healthcare,Somewhat accurate,No,Very relevant,Moderate impact,Trust somewhat,Somewhat concerned,Moderate quality,Very influential,Increase transparency
58,Male,PhD,Student,Liberal,UK,1-2 hours,Twitter,Once a day,Memes,Mainstream media,Longer than a week ago,Several times a day,Immigration,Very accurate,No,Very relevant,Strong impact,Do not trust,Very concerned,Moderate quality,Somewhat influential,Improve fact-checking
74,Female,PhD,Unemployed,Liberal,Australia,0-1 hour,Twitter,Several times a day,Opinion pieces,Political parties,Within the last 24 hours,Rarely,Environment,Somewhat accurate,No,Very relevant,No impact,Trust a lot,Not concerned,High quality,Somewhat influential,Provide more diverse sources
33,Male,Master's,Unemployed,Independent,Canada,2-4 hours,Instagram,Few times a week,Memes,Mainstream media,Within the last 24 hours,Several times a day,Immigration,Somewhat accurate,Yes,Not relevant,No impact,Do not trust,Somewhat concerned,Moderate quality,Somewhat influential,Provide more diverse sources
52,Female,Master's,Employed,Conservative,USA,1-2 hours,Twitter,Once a day,Memes,Independent bloggers,Within the last 24 hours,Few times a week,Economy,Somewhat accurate,Yes,Not relevant,Moderate impact,Do not trust,Somewhat concerned,High quality,Very influential,Increase transparency
38,Male,High School,Employed,Independent,Canada,0-1 hour,Instagram,Several times a day,News articles,Political parties,Within the last week,Rarely,Immigration,Somewhat accurate,No,Very relevant,Moderate impact,Trust a lot,Somewhat concerned,Low quality,Somewhat influential,Enhance user controls
22,Male,High School,Student,Liberal,Canada,4+ hours,Facebook,Once a day,Memes,Independent bloggers,Longer than a week ago,Once a day,Environment,Very accurate,No,Not relevant,Moderate impact,Trust a lot,Very concerned,Low quality,Not influential,Enhance user controls
37,Non-binary,Master's,Student,Conservative,Canada,0-1 hour,Facebook,Few times a week,Opinion pieces,Independent bloggers,Within the last week,Several times a day,Healthcare,Somewhat accurate,Yes,Very relevant,No impact,Trust somewhat,Very concerned,Low quality,Not influential,Enhance user controls
45,Male,High School,Student,Independent,Canada,1-2 hours,Instagram,Few times a week,Memes,Independent bloggers,Within the last 24 hours,Few times a week,Environment,Very accurate,Yes,Very relevant,No impact,Trust a lot,Very concerned,High quality,Somewhat influential,Enhance user controls
27,Female,Master's,Student,Independent,Canada,2-4 hours,Facebook,Few times a week,Memes,Political parties,Within the last hour,Once a day,Immigration,Very accurate,No,Very relevant,No impact,Do not trust,Not concerned,Low quality,Somewhat influential,Increase transparency
31,Female,High School,Student,Conservative,Canada,4+ hours,Twitter,Rarely,Memes,Mainstream media,Within the last 24 hours,Several times a day,Healthcare,Very accurate,Yes,Not relevant,No impact,Trust a lot,Somewhat concerned,High quality,Not influential,Increase transparency
54,Female,High School,Student,Independent,Canada,4+ hours,Twitter,Few times a week,Memes,Political parties,Within the last week,Few times a week,Immigration,Very accurate,Yes,Very relevant,No impact,Do not trust,Very concerned,Low quality,Not influential,Enhance user controls
46,Female,Bachelor's,Student,Conservative,UK,1-2 hours,Facebook,Few times a week,Memes,Mainstream media,Within the last week,Several times a day,Immigration,Very accurate,Yes,Somewhat relevant,Strong impact,Do not trust,Not concerned,Moderate quality,Not influential,Increase transparency
68,Female,Bachelor's,Unemployed,Liberal,Australia,0-1 hour,Twitter,Once a day,News articles,Independent bloggers,Within the last hour,Few times a week,Immigration,Not accurate,No,Somewhat relevant,No impact,Do not trust,Very concerned,Low quality,Not influential,Enhance user controls
45,Male,Bachelor's,Employed,Liberal,Australia,2-4 hours,Twitter,Rarely,Opinion pieces,Independent bloggers,Within the last hour,Few times a week,Environment,Somewhat accurate,No,Very relevant,No impact,Do not trust,Somewhat concerned,High quality,Somewhat influential,Improve fact-checking
23,Male,Bachelor's,Employed,Conservative,UK,2-4 hours,Facebook,Few times a week,News articles,Political parties,Longer than a week ago,Rarely,Environment,Somewhat accurate,Yes,Very relevant,No impact,Trust a lot,Very concerned,Low quality,Not influential,Enhance user controls
46,Non-binary,PhD,Employed,Liberal,Australia,1-2 hours,Twitter,Rarely,News articles,Independent bloggers,Within the last week,Few times a week,Healthcare,Somewhat accurate,Yes,Not relevant,Strong impact,Trust a lot,Very concerned,Low quality,Not influential,Provide more diverse sources
49,Female,Bachelor's,Student,Liberal,Canada,1-2 hours,Twitter,Once a day,News articles,Mainstream media,Within the last hour,Several times a day,Immigration,Not accurate,Yes,Somewhat relevant,Moderate impact,Trust somewhat,Somewhat concerned,High quality,Not influential,Provide more diverse sources
50,Male,Master's,Unemployed,Conservative,UK,1-2 hours,Instagram,Several times a day,News articles,Independent bloggers,Within the last week,Few times a week,Economy,Very accurate,No,Very relevant,No impact,Trust somewhat,Somewhat concerned,Low quality,Very influential,Improve fact-checking
55,Male,PhD,Unemployed,Independent,Australia,1-2 hours,Twitter,Several times a day,Memes,Independent bloggers,Within the last hour,Once a day,Immigration,Somewhat accurate,No,Not relevant,Strong impact,Do not trust,Not concerned,High quality,Not influential,Improve fact-checking
19,Male,High School,Employed,Independent,UK,1-2 hours,Facebook,Several times a day,News articles,Political parties,Within the last week,Once a day,Immigration,Somewhat accurate,Yes,Not relevant,Strong impact,Trust somewhat,Somewhat concerned,Moderate quality,Not influential,Enhance user controls
66,Female,High School,Employed,Liberal,Australia,1-2 hours,Twitter,Several times a day,News articles,Political parties,Within the last week,Rarely,Economy,Very accurate,No,Very relevant,No impact,Trust somewhat,Somewhat concerned,Low quality,Very influential,Enhance user controls
25,Female,Bachelor's,Student,Independent,UK,2-4 hours,Facebook,Several times a day,News articles,Political parties,Within the last hour,Several times a day,Healthcare,Very accurate,No,Very relevant,Strong impact,Trust somewhat,Not concerned,Moderate quality,Very influential,Increase transparency
41,Non-binary,Bachelor's,Employed,Conservative,UK,4+ hours,Instagram,Several times a day,Opinion pieces,Independent bloggers,Within the last week,Once a day,Immigration,Not accurate,Yes,Very relevant,Moderate impact,Trust a lot,Very concerned,High quality,Not influential,Enhance user controls
60,Female,High School,Student,Independent,Australia,4+ hours,Instagram,Several times a day,News articles,Independent bloggers,Longer than a week ago,Several times a day,Environment,Somewhat accurate,Yes,Very relevant,Strong impact,Do not trust,Not concerned,High quality,Not influential,Enhance user controls
30,Female,PhD,Employed,Liberal,UK,2-4 hours,Facebook,Few times a week,Opinion pieces,Mainstream media,Within the last week,Several times a day,Immigration,Not accurate,Yes,Very relevant,No impact,Trust a lot,Somewhat concerned,High quality,Somewhat influential,Improve fact-checking
32,Non-binary,Master's,Student,Conservative,USA,0-1 hour,Instagram,Several times a day,Opinion pieces,Mainstream media,Within the last 24 hours,Rarely,Economy,Somewhat accurate,No,Somewhat relevant,Moderate impact,Do not trust,Somewhat concerned,High quality,Not influential,Provide more diverse sources
19,Male,Bachelor's,Student,Independent,Canada,2-4 hours,Instagram,Once a day,Memes,Mainstream media,Within the last hour,Few times a week,Immigration,Very accurate,No,Very relevant,Strong impact,Do not trust,Somewhat concerned,Moderate quality,Very influential,Improve fact-checking
36,Female,Bachelor's,Employed,Conservative,UK,4+ hours,Twitter,Few times a week,Opinion pieces,Mainstream media,Longer than a week ago,Rarely,Healthcare,Not accurate,Yes,Somewhat relevant,Strong impact,Do not trust,Somewhat concerned,Moderate quality,Somewhat influential,Enhance user controls
53,Female,High School,Student,Liberal,USA,0-1 hour,Facebook,Once a day,Memes,Mainstream media,Within the last hour,Several times a day,Economy,Not accurate,No,Somewhat relevant,Moderate impact,Trust somewhat,Somewhat concerned,High quality,Very influential,Improve fact-checking
66,Female,PhD,Unemployed,Liberal,UK,4+ hours,Twitter,Several times a day,Memes,Political parties,Within the last 24 hours,Several times a day,Environment,Somewhat accurate,No,Somewhat relevant,Moderate impact,Trust somewhat,Not concerned,Moderate quality,Not influential,Increase transparency
21,Non-binary,PhD,Employed,Independent,Canada,4+ hours,Instagram,Several times a day,Memes,Political parties,Within the last week,Few times a week,Immigration,Very accurate,Yes,Somewhat relevant,Moderate impact,Do not trust,Somewhat concerned,Moderate quality,Somewhat influential,Improve fact-checking
53,Non-binary,High School,Unemployed,Independent,Canada,2-4 hours,Instagram,Few times a week,News articles,Political parties,Longer than a week ago,Few times a week,Environment,Not accurate,Yes,Not relevant,Strong impact,Do not trust,Not concerned,Moderate quality,Not influential,Enhance user controls
69,Male,High School,Unemployed,Liberal,UK,1-2 hours,Instagram,Once a day,Memes,Mainstream media,Longer than a week ago,Rarely,Environment,Very accurate,Yes,Very relevant,Strong impact,Trust a lot,Very concerned,Moderate quality,Not influential,Improve fact-checking
48,Non-binary,High School,Student,Independent,Australia,4+ hours,Twitter,Rarely,Memes,Independent bloggers,Longer than a week ago,Several times a day,Healthcare,Somewhat accurate,Yes,Not relevant,Strong impact,Do not trust,Very concerned,Low quality,Not influential,Provide more diverse sources
71,Non-binary,Master's,Unemployed,Conservative,USA,2-4 hours,Twitter,Several times a day,News articles,Independent bloggers,Within the last 24 hours,Once a day,Economy,Very accurate,No,Somewhat relevant,Moderate impact,Trust a lot,Somewhat concerned,High quality,Very influential,Provide more diverse sources
57,Non-binary,PhD,Student,Conservative,USA,1-2 hours,Instagram,Few times a week,News articles,Political parties,Within the last hour,Few times a week,Economy,Very accurate,Yes,Very relevant,Moderate impact,Do not trust,Very concerned,Low quality,Very influential,Increase transparency
28,Non-binary,Master's,Student,Conservative,USA,4+ hours,Facebook,Few times a week,Memes,Mainstream media,Within the last 24 hours,Few times a week,Environment,Not accurate,No,Somewhat relevant,Moderate impact,Do not trust,Not concerned,High quality,Somewhat influential,Increase transparency
18,Male,Master's,Employed,Liberal,Canada,4+ hours,Twitter,Rarely,News articles,Independent bloggers,Within the last 24 hours,Few times a week,Environment,Not accurate,No,Not relevant,No impact,Trust a lot,Somewhat concerned,Low quality,Somewhat influential,Enhance user controls
75,Male,Master's,Unemployed,Conservative,Canada,1-2 hours,Instagram,Several times a day,News articles,Mainstream media,Within the last hour,Once a day,Healthcare,Not accurate,No,Not relevant,No impact,Do not trust,Somewhat concerned,High quality,Somewhat influential,Increase transparency
50,Non-binary,High School,Employed,Liberal,Australia,2-4 hours,Facebook,Rarely,Memes,Independent bloggers,Within the last hour,Rarely,Environment,Not accurate,No,Not relevant,No impact,Do not trust,Somewhat concerned,Moderate quality,Somewhat influential,Improve fact-checking
64,Female,Master's,Student,Conservative,UK,1-2 hours,Instagram,Several times a day,News articles,Mainstream media,Within the last hour,Once a day,Environment,Somewhat accurate,No,Very relevant,No impact,Trust a lot,Somewhat concerned,High quality,Not influential,Provide more diverse sources
52,Female,Master's,Unemployed,Independent,USA,4+ hours,Facebook,Few times a week,Opinion pieces,Political parties,Longer than a week ago,Once a day,Economy,Very accurate,Yes,Somewhat relevant,No impact,Trust somewhat,Very concerned,Low quality,Very influential,Improve fact-checking
